"song_count","id","title","all_artists","popularity","release_date","genre","danceability","energy","key","loudness","mode","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
356,"1NHxzKEcrEJWjcYSS771MD",Ain't No Stoppin',Gerald Albright,22,"2002-01-01","{'smooth jazz', 'jazz saxophone', 'smooth saxophone'}",0.826,0.778,0,-5.408,1,0.153,0.873,0.0589,0.908,104.027,259760,4
357,"1ZxZ0Ggj3vBk5MyY6HmYIe",Walker's Theme,Gerald Albright,19,"2004-01-01","{'smooth jazz', 'jazz saxophone', 'smooth saxophone'}",0.859,0.66,8,-5.752,1,0.0331,0.862,0.0659,0.863,107.023,241227,4
359,"69COhVyyVQ1zqgx7PG1J4X",Pythodd,"Pat LaBarbera, Clay Jenkins",0,"2005-01-01",{'jazz orchestra'},0.477,0.395,0,-10.719,1,0.602,0.0428,0.13,0.418,149.74,521587,4
12,"54KFQB6N4pn926IUUYZGzK",To Build A Home,Patrick Watson,76,"2007-05-07","{'downtempo', 'compositional ambient', 'indie quebecois', 'indie folk', 'nu jazz'}",0.264,0.122,9,-15.399,1,0.885,0.349,0.094,0.0735,148.658,371320,4
171,"4fIWvT19w9PR0VVBuPYpWA",Haven't Met You Yet,Michael Bublé,72,"2009-10-06","{'jazz pop', 'lounge', 'canadian pop', 'adult standards'}",0.615,0.733,8,-4.808,1,0.152,0.0,0.109,0.796,122.58,244587,4
235,"0fVUKrJpQM7jMTgOABVkyi",This Bitter Earth / On The Nature Of Daylight,Chris Worsey,45,"2018-05-11","{'jazz blues', 'compositional ambient', 'modern cello', 'british soundtrack', 'post-minimalism', 'neo-classical', 'soul'}",0.0913,0.302,10,-13.254,0,0.184,0.781,0.107,0.0363,79.317,372747,5
698,"6q4c1vPRZREh7nw3wG7Ixz",That Home,The Cinematic Orchestra,70,"2007-05-07","{'nu jazz', 'downtempo', 'compositional ambient'}",0.412,0.159,9,-14.214,1,0.991,0.772,0.083,0.0389,85.462,103920,4
2,"5XCjqm9GXkQtn2wia6O4c6",Bioshock Infinite - After You've Gone - Main Theme - Clean Sound,Geek Music,34,"2019-04-05",{'theme'},0.533,0.153,3,-13.275,1,0.953,0.0000295,0.0949,0.387,84.118,175363,4
17,"0JOD85cRNVI7qbLz8NBaQP",Labyrinth of Eden,Joe Hisaishi,39,"2002-03-06","{'japanese classical', 'orchestral soundtrack', 'anime', 'japanese soundtrack', 'anime score'}",0.458,0.0875,0,-23.444,1,0.995,0.884,0.112,0.111,122.274,213773,3
149,"4JtvyWkWQTPVcroZf8JJkp",Heart of Courage,Two Steps from Hell,68,"2010-05-03","{'orchestral soundtrack', 'epicore'}",0.403,0.591,1,-8.126,1,0.511,0.896,0.108,0.192,135.047,117395,4
283,"02JIdsrod3BYucThfUFDUX",Le Festin,Michael Giacchino,66,"2007-01-01","{'orchestral soundtrack', 'soundtrack', 'nouvelle chanson francaise', 'chanson'}",0.439,0.303,3,-10.839,1,0.839,0.0,0.071,0.268,139.475,170787,3
